TIC: ABFR_20180831.D\data.ms
Abies fraseri Oil

Time	Counts	
16.509	85674.00	
16.513	88025.00	
16.518	87341.00	
16.522	86438.00	
16.526	84905.00	
16.531	86328.00	
16.535	87101.00	
16.539	87371.00	
16.544	86324.00	
16.548	88163.00	
16.552	87768.00	
16.557	87887.00	
16.561	87739.00	
16.565	89556.00	
16.570	86525.00	
16.574	88073.00	
16.578	86385.00	
16.583	86140.00	
16.587	86203.00	
16.591	87231.00	
16.596	89441.00	
